#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-05-23T11:39:32 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ce68301a8e7	
#INFO	-out.max=unlimited	
#INFO	queryParameters=33	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJ/738/79&tab:{J/ApJ/738/79/table1}&key:source=J/ApJ/738/79&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/738/79/table1
#-order=I
#-out=RAJ2000
#-out=DEJ2000
#-out=GLON
#-out=GLAT
#-out=gmag
#-out=u-g
#-out=g-r
#-out=D0.2
#-out=fm
#-out=cHg
#-out=bHg
#-out=d
#-out=r
#-out=x
#-out=y
#-out=z
#-out=HRV
#-out=e_HRV
#-out=Vgal
#-out=DR8
#DR8=DR8
#-out=Sloan
#Sloan=Sloan
#-out=SimbadName
#

#RESOURCE=yCat_17380079
#Name: J/ApJ/738/79
#Title: SDSS-DR8 BHB stars in the Milky Way's halo (Xue+, 2011)
#Table	J_ApJ_738_79_table1:
#Name: J/ApJ/738/79/table1
#Title: *List of 4985 blue horizontal-branch (BHB) stars selected from SDSS DR8
#Column	RAJ2000	(F9.5)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	GLON	(F10.6)	[0.02/359.85] Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(F10.6)	[-81.32/88.37] Galactic latitude	[ucd=pos.galactic.lat]
#Column	gmag	(F5.2)	[12.6/20.1] Extinction-corrected g band magnitude	[ucd=phot.mag;em.opt.B]
#Column	u-g	(F5.2)	(u-g) color index after extinction correction	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	g-r	(F5.2)	(g-r) color index after extinction correction	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	D0.2	(F5.2)	H{delta} line width at 20% below local continuum	[ucd=spect.line.width;em.line.Hdelta]
#Column	fm	(F5.2)	H{delta} line flux relative to continuum at line core	[ucd=phot.flux;em.line.Hdelta;spect.line]
#Column	cHg	(F5.2)	The c of H{gamma} line	[ucd=stat.fit.param]
#Column	bHg	(F5.2)	The b of H{gamma} line	[ucd=stat.fit.param]
#Column	d	(F4.1)	[2.3/77.1] Distance to the Sun (1)	[ucd=pos.distance;pos.heliocentric]
#Column	r	(F4.1)	Distance to the Galactic center (1)	[ucd=pos.distance;pos.galactocentric]
#Column	x	(F5.1)	Galactocentric x-position (1)	[ucd=pos.distance;pos.galactocentric]
#Column	y	(F5.1)	Galactocentric y-position (1)	[ucd=pos.distance;pos.galactocentric]
#Column	z	(F5.1)	Galactocentric z-postiion (1)	[ucd=phot.color;pos.galactocentric]
#Column	HRV	(F6.1)	[-476.2/456.4] Heliocentic radial velocity	[ucd=spect.dopplerVeloc]
#Column	e_HRV	(F6.1)	[0.9/22.5] Error in HRV	[ucd=stat.error]
#Column	Vgal	(F6.1)	Galactocentric radial velocity (1)	[ucd=spect.dopplerVeloc;pos.galactocentric]
#Column	DR8	(A3)	Display the SDSS-DR8 photometric catalog (II/306) within 1.5"	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the SDSS online data for this star	[ucd=meta.ref.url]
#Column	SimbadName	(A24)	Simbad column added by the CDS	[ucd=meta.id]
RAJ2000;DEJ2000;GLON;GLAT;gmag;u-g;g-r;D0.2;fm;cHg;bHg;d;r;x;y;z;HRV;e_HRV;Vgal;DR8;Sloan;SimbadName
258.24814;+41.89613; 66.727890; 35.477982;15.98; 1.14;-0.16;27.81; 0.21; 1.02; 9.92;12.2;12.3;  4.1; -9.1;  7.1; -86.8;   2.8;  89.1;DR8;Sloan;SDSS J171259.55+415346.1
167.97675;+10.54851;243.439819; 61.306770;18.43; 1.22;-0.17;25.75; 0.23; 1.01; 9.38;37.7;40.2; 16.1; 16.2; 33.1;  -3.8;   5.0; -96.3;DR8;Sloan;SDSS J111154.41+103254.6
168.85191;+10.51137;244.644669; 61.950188;19.16; 1.15;-0.09;23.53; 0.15; 0.93; 8.31;51.5;53.7; 18.4; 21.9; 45.5; 197.1;  10.0; 105.7;DR8;Sloan;SDSS J111524.45+103040.9
140.31689;+07.88268;223.917618; 36.775925;16.97; 1.25;-0.19;28.52; 0.22; 0.92; 8.89;19.2;24.7; 19.1; 10.7; 11.5; 213.9;   4.3;  87.3;DR8;Sloan;SDSS J092116.06+075257.6
257.48004;+42.35589; 67.217079; 36.093143;15.97; 1.20;-0.18;26.43; 0.22; 1.01;10.30;12.1;12.3;  4.2; -9.0;  7.1;-236.9;   2.7; -61.8;DR8;Sloan;SDSS J170955.20+422121.3
259.70953;+40.84191; 65.622818; 34.256493;16.43; 1.18;-0.18;28.08; 0.19; 0.99; 9.42;15.0;14.4;  2.9;-11.3;  8.5;-298.1;   6.3;-121.1;DR8;Sloan;SDSS J171850.28+405030.8
259.05270;+43.17390; 68.362625; 35.028416;15.21; 1.13;-0.28;25.17; 0.22; 1.11; 9.52; 8.3; 9.7;  5.5; -6.4;  4.8;-114.7;   2.3;  63.9;DR8;Sloan;SDSS J171612.63+431026.2
142.56923;+07.38089;225.821228; 38.497364;16.69; 1.17;-0.18;27.59; 0.22; 1.03; 9.98;16.9;22.3; 17.2;  9.5; 10.5; 251.3;   3.4; 123.9;DR8;Sloan;SDSS J093016.61+072251.1
259.49493;+42.19147; 67.219101; 34.593243;17.66; 1.19;-0.10;26.12; 0.09; 0.93; 7.63;26.4;25.0; -0.4;-20.0; 15.0;-231.7;   7.6; -53.5;DR8;Sloan;SDSS J171758.79+421129.4
142.40439;+07.82676;225.221115; 38.568996;16.47; 1.30;-0.06;24.51; 0.24; 0.89; 8.46;14.9;20.4; 16.2;  8.3;  9.3;  98.0;   3.0; -28.0;DR8;Sloan;SDSS J092937.05+074936.3
141.88054;+06.90058;225.933014; 37.666756;14.69; 1.20;-0.05;23.33; 0.25; 0.85; 8.01; 6.6;12.8; 11.6;  3.7;  4.0;  95.7;   2.2; -33.5;DR8;Sloan;SDSS J092731.32+065402.0
257.27011;+41.15279; 65.715782; 36.122055;14.83; 1.18;-0.24;25.70; 0.23; 1.00;10.07; 7.2; 8.8;  5.6; -5.3;  4.2;-122.1;   2.1;  51.3;DR8;Sloan;SDSS J170904.83+410910.0
169.23801;+10.31664;245.483109; 62.116058;19.77; 1.40;-0.21;23.93; 0.27; 1.14; 9.11;70.0;72.0; 21.6; 29.8; 61.9; 176.5;  16.7;  85.1;DR8;Sloan;SDSS J111657.12+101859.8
152.59888;+15.20053;222.259872; 50.801254;17.74; 1.14;-0.14;25.43; 0.15; 1.05;10.11;27.4;32.0; 20.8; 11.7; 21.3;  -6.5;   5.4;-101.3;DR8;Sloan;SDSS J101023.72+151201.9
168.49995;+08.46116;247.386658; 60.345615;17.30; 1.15;-0.22;26.68; 0.20; 1.09;10.33;21.9;24.7; 12.2; 10.0; 19.0; 188.1;   3.1;  89.6;DR8;Sloan;SDSS J111359.98+082740.1
169.78046;+09.96804;246.797531; 62.291985;16.49; 1.05;-0.06;23.71; 0.27; 0.76; 7.81;15.1;18.3; 10.8;  6.4; 13.3; 184.4;   1.7;  92.7;DR8;Sloan;SDSS J111907.30+095804.9
169.06953;+10.48777;244.975143; 62.099556;14.29; 1.14;-0.24;26.08; 0.22; 1.09; 9.93; 5.5;10.6;  9.1;  2.3;  4.8; 112.6;   1.0;  21.5;DR8;Sloan;SDSS J111616.68+102915.9
168.50549;+10.54490;244.131439; 61.708488;17.12; 1.12;-0.14;27.75; 0.21; 0.97; 9.88;20.6;23.6; 12.3;  8.8; 18.1; 150.8;   2.2;  59.0;DR8;Sloan;SDSS J111401.31+103241.6
170.02528;+09.51104;247.873764; 62.166943;14.51; 0.90;-0.30;20.80; 0.25; 1.22; 8.53; 5.5;10.5;  9.0;  2.4;  4.9; 168.5;   1.4;  75.7;DR8;Sloan;SDSS J112006.06+093039.7
169.01340;+09.19837;246.955963; 61.215500;15.92; 1.29;-0.24;26.80; 0.22; 1.07;10.19;11.9;15.5; 10.2;  5.3; 10.4;  41.6;   1.5; -53.8;DR8;Sloan;SDSS J111603.21+091154.1
169.06143;+10.17698;245.470413; 61.893200;16.75; 1.10;-0.26;24.36; 0.23; 1.17; 9.58;17.0;20.1; 11.3;  7.3; 15.0;  95.5;   1.9;   3.4;DR8;Sloan;SDSS J111614.73+101037.0
168.17567;+08.59043;246.761002; 60.192997;16.29; 1.29;-0.10;24.23; 0.24; 0.87; 8.88;14.0;17.5; 10.8;  6.4; 12.2; -12.1;   1.7;-110.7;DR8;Sloan;SDSS J111242.16+083525.5
201.48259;+17.28233;343.694489; 77.334023;16.85; 1.10;-0.10;23.50; 0.24; 0.76; 7.47;18.2;18.3;  4.2;  1.1; 17.8; -73.9;   3.5; -78.6;DR8;Sloan;SDSS J132555.81+171656.3
201.90504;+16.46860;342.954559; 76.441040;18.07; 1.05;-0.05;28.15; 0.13; 0.94; 9.48;31.1;30.4;  1.0;  2.1; 30.3;  85.5;   7.8;  79.3;DR8;Sloan;SDSS J132737.20+162806.9
203.59509;+17.98758;352.441650; 76.528366;16.58; 1.19;-0.18;26.54; 0.21; 0.96; 9.64;16.1;16.2;  4.3;  0.5; 15.6; -29.2;   3.4; -26.8;DR8;Sloan;SDSS J133422.82+175915.2
201.45247;+16.78641;342.256012; 76.954094;16.46; 1.12;-0.19;25.62; 0.23; 1.03; 9.59;14.9;15.3;  4.8;  1.0; 14.5;  48.7;   3.2;  42.4;DR8;Sloan;SDSS J132548.58+164711.0
203.60011;+16.95167;349.453430; 75.778580;16.74; 1.14;-0.19;26.32; 0.21; 0.98; 9.67;17.3;17.2;  3.8;  0.8; 16.8;  96.1;   3.5;  95.4;DR8;Sloan;SDSS J133424.02+165706.0
203.43796;+17.71054;351.152618; 76.436996;15.34; 1.15;-0.15;25.92; 0.22; 1.00; 9.95; 9.1;10.6;  5.9;  0.3;  8.8; -70.3;   2.1; -69.1;DR8;Sloan;SDSS J133345.10+174237.9
196.15927;+27.62335; 43.278393; 87.028320;17.58; 1.22;-0.18;26.69; 0.21; 0.97; 9.49;25.5;26.4;  7.0; -0.9; 25.5;   8.0;   5.5;  23.6;DR8;Sloan;SDSS J130438.22+273724.0
185.15456;+00.25436;286.268280; 62.124866;18.34; 1.16;-0.09;25.02; 0.22; 0.85; 8.41;35.3;35.2;  3.4; 15.8; 31.2;-134.8;   5.7;-228.2;DR8;Sloan;SDSS J122037.09+001515.7
184.99995;+00.26093;285.945343; 62.091389;17.63; 1.15;-0.21;27.20; 0.24; 1.15; 9.91;25.5;25.7;  4.7; 11.5; 22.5;   8.6;   3.3; -85.1;DR8;Sloan;SDSS J121959.99+001539.3
114.12142;+41.66500;177.301788; 25.656189;16.67; 1.19;-0.01;24.44; 0.21; 0.82; 7.81;16.4;23.8; 22.7; -0.7;  7.1; -69.2;   2.1; -65.5;DR8;Sloan;SDSS J073629.13+413953.9
197.14436;+26.29794; 21.661472; 86.083664;16.68; 1.23;-0.09;22.17; 0.27; 0.86; 7.62;16.8;18.2;  6.9; -0.4; 16.8; -12.9;   3.0;   0.6;DR8;Sloan;SDSS J130834.64+261752.5
112.09251;+41.50542;177.036423; 24.149399;16.58; 1.13;-0.20;25.44; 0.24; 1.13; 9.68;15.7;23.2; 22.3; -0.7;  6.4; -61.8;   2.4; -57.3;DR8;Sloan;SDSS J072822.20+413019.4
133.63898;+06.46428;221.699448; 30.256987;15.53; 1.06;-0.01;24.92; 0.27; 0.81; 8.69; 9.7;16.1; 14.2;  5.6;  4.9; -74.6;   2.8;-206.8;DR8;Sloan;SDSS J085433.35+062751.4
131.90308;+06.05961;221.190292; 28.541019;13.86; 1.11;-0.20;26.60; 0.22; 1.10;10.07; 4.5;11.5; 11.0;  2.6;  2.1;  56.2;   1.7; -77.3;DR8;Sloan;SDSS J084736.73+060334.5
089.78429;+82.62772;130.874405; 25.237982;18.45; 1.27;-0.03;27.76; 0.20; 0.85; 8.85;37.1;42.3; 30.0;-25.4; 15.8;-257.6;   6.3;-106.4;DR8;Sloan;SDSS J055908.27+823739.9
097.86780;+84.70889;128.826111; 26.544949;17.71; 1.24;-0.09;25.54; 0.20; 0.88; 9.16;27.0;32.2; 23.2;-18.8; 12.1;-285.8;   3.2;-131.2;DR8;Sloan;SDSS J063128.27+844232.1
191.10501;-07.12091;299.840851; 55.708710;15.05; 1.05;-0.23;24.23; 0.23; 1.15; 9.39; 7.8; 9.5;  5.8;  3.8;  6.4; 255.0;   1.7; 153.7;DR8;Sloan;SDSS J124425.20-070715.3
194.52168;+18.40595;313.230988; 81.144455;17.75; 1.15;-0.10;24.41; 0.23; 1.02; 9.71;27.6;27.9;  5.1;  3.1; 27.2;-162.4;   6.7;-179.5;DR8;Sloan;SDSS J125805.20+182421.3
193.95267;+17.51218;309.150940; 80.331085;17.53; 1.21;-0.22;27.34; 0.22; 1.13;10.32;24.9;25.3;  5.4;  3.2; 24.5; 109.3;   6.5;  88.1;DR8;Sloan;SDSS J125548.63+173043.8
124.68283;+10.20402;213.506607; 23.978636;18.05; 1.03;-0.27;22.77; 0.33; 1.23; 9.04;29.4;35.9; 30.4; 14.9; 12.0; 206.8;   6.7;  88.5;DR8;Sloan;SDSS J081843.87+101214.5
194.74425;+16.12200;312.340485; 78.855789;18.60; 1.12;-0.20;23.28; 0.18; 0.93; 8.70;39.9;39.7;  2.8;  5.7; 39.2;-102.2;  11.5;-126.0;DR8;Sloan;SDSS J125858.61+160719.1
190.32207;-08.98350;298.685364; 53.804543;16.22; 1.20;-0.08;26.29; 0.23; 0.94; 9.43;13.3;13.4;  4.2;  6.9; 10.7;  55.6;   2.3; -52.4;DR8;Sloan;SDSS J124117.29-085900.5
191.86674;-07.64570;301.207214; 55.212749;16.01; 1.23;-0.19;27.21; 0.22; 0.97; 9.82;12.4;12.6;  4.3;  6.0; 10.2; 149.6;   2.3;  48.6;DR8;Sloan;SDSS J124728.02-073844.4
191.24258;-07.10349;300.081512; 55.732460;16.52; 1.19;-0.10;26.25; 0.21; 0.85; 8.75;15.6;15.4;  3.6;  7.6; 12.9; -64.3;   2.6;-165.2;DR8;Sloan;SDSS J124458.21-070612.7
190.02328;-07.86865;298.042542; 54.895359;17.61; 1.10;-0.16;27.37; 0.23; 1.09; 9.86;25.3;24.4;  1.2; 12.8; 20.7; 256.5;   4.6; 150.8;DR8;Sloan;SDSS J124005.58-075207.2
190.36822;-08.13442;298.666260; 54.654774;16.30; 1.21; 0.00;18.83; 0.25; 0.99; 7.33;13.8;13.9;  4.2;  7.0; 11.3; 183.7;   1.9;  78.0;DR8;Sloan;SDSS J124128.37-080804.0
190.86314;-06.64624;299.368622; 56.170246;16.17; 1.14;-0.09;26.63; 0.23; 0.91; 8.98;13.3;13.5;  4.4;  6.5; 11.1;  24.2;   2.5; -76.4;DR8;Sloan;SDSS J124327.15-063846.5
190.73051;-08.37249;299.308594; 54.439342;17.54; 1.13;-0.20;25.61; 0.22; 1.15;10.00;24.4;23.4;  1.1; 12.4; 19.9; 156.5;   4.8;  51.0;DR8;Sloan;SDSS J124255.32-082221.0
190.87718;-08.61217;299.579437; 54.207958;16.20; 1.14;-0.12;25.57; 0.21; 1.01;10.29;13.5;13.6;  4.1;  6.9; 10.9;-100.3;   2.5;-206.1;DR8;Sloan;SDSS J124330.51-083643.8
191.18599;-08.03066;300.056152; 54.803707;15.92; 1.12;-0.22;25.85; 0.23; 1.10;10.35;11.6;12.0;  4.7;  5.8;  9.5;  37.0;   2.2; -66.6;DR8;Sloan;SDSS J124444.63-080150.4
194.49017;+17.69753;312.336548; 80.449959;15.39; 1.25;-0.16;26.48; 0.22; 0.99; 9.60; 9.3;11.6;  7.0;  1.1;  9.2;  41.3;   2.3;  21.9;DR8;Sloan;SDSS J125757.64+174151.0
193.56604;+17.79225;307.072571; 80.641273;16.30; 1.18;-0.16;26.97; 0.23; 1.02; 9.86;14.1;15.5;  6.6;  1.8; 13.9;  22.6;   3.2;   1.5;DR8;Sloan;SDSS J125415.84+174732.1
192.09956;-08.70148;301.648865; 54.162701;14.79; 1.13;-0.14;26.22; 0.24; 1.03;10.25; 7.0; 8.9;  5.8;  3.5;  5.7; 245.2;   1.6; 141.9;DR8;Sloan;SDSS J124823.89-084205.4
192.09262;-07.91995;301.609467; 54.943924;16.97; 1.13;-0.03;21.91; 0.26; 0.84; 8.09;18.8;18.0;  2.4;  9.2; 15.4; 160.3;   3.0;  59.0;DR8;Sloan;SDSS J124822.22-075511.8
192.35449;-07.71803;302.056152; 55.150284;19.16; 1.10;-0.24;25.18; 0.29; 1.02; 9.12;51.6;49.8; -7.6; 25.0; 42.3;  97.1;   8.3;  -3.0;DR8;Sloan;SDSS J124925.07-074304.8
191.15655;+17.69993;293.115570; 80.441597;18.94; 1.00;-0.04;20.76; 0.19; 0.79; 7.36;46.6;46.8;  5.0;  7.1; 46.0; 117.6;  12.1;  91.0;DR8;Sloan;SDSS J124437.57+174159.7
192.47420;+18.35251;300.536316; 81.217087;17.84; 1.14;-0.12;25.12; 0.20; 0.89; 8.92;28.7;29.1;  5.8;  3.8; 28.3;  24.2;   5.1;   2.5;DR8;Sloan;SDSS J124953.80+182108.9
190.89413;-06.96828;299.455261; 55.850391;18.74; 1.12;-0.04;28.52; 0.21; 0.90; 9.15;42.4;40.9; -3.7; 20.7; 35.1; 109.3;   5.5;   7.9;DR8;Sloan;SDSS J124334.58-065805.8
133.17036;+10.60043;217.143188; 31.694244;14.52; 0.92;-0.26;22.15; 0.26; 1.22; 9.27; 5.8;12.7; 11.9;  3.0;  3.1;  61.6;   1.5; -57.1;DR8;Sloan;SDSS J085240.88+103601.5
133.15718;+11.50340;216.174454; 32.066879;16.34; 1.19;-0.22;26.69; 0.21; 1.05; 9.96;14.4;20.7; 17.8;  7.2;  7.6; 124.4;   2.6;   8.7;DR8;Sloan;SDSS J085237.72+113012.2
133.68573;+11.58561;216.344528; 32.571140;16.30; 1.24;-0.16;27.22; 0.21; 1.00; 9.74;14.1;20.4; 17.6;  7.1;  7.6;  16.0;   2.4; -99.4;DR8;Sloan;SDSS J085444.57+113508.1
132.27460;+11.48178;215.769348; 31.273384;17.14; 1.24;-0.14;26.85; 0.23; 1.04; 9.83;20.8;26.9; 22.4; 10.4; 10.8; 236.9;   4.0; 121.2;DR8;Sloan;SDSS J084905.90+112854.4
132.61540;+10.78513;216.673462; 31.280670;16.59; 1.13;-0.06;19.77; 0.23; 0.97; 7.57;15.7;22.0; 18.8;  8.0;  8.2; 110.3;   1.8;  -7.8;DR8;Sloan;SDSS J085027.68+104706.4
131.96591;+11.53117;215.568314; 31.019754;18.11; 1.11;-0.05;28.62; 0.33; 0.87; 9.54;31.8;37.8; 30.2; 15.9; 16.4; 148.0;   4.7;  32.5;DR8;Sloan;SDSS J084751.81+113152.2
133.20831;+11.05687;216.676437; 31.923145;18.13; 1.12;-0.24;25.10; 0.23; 1.12;10.51;32.0;37.9; 29.8; 16.2; 16.9; 122.7;   5.3;   5.5;DR8;Sloan;SDSS J085249.99+110324.7
064.35843;+16.27953;178.139328;-23.828867;16.35; 1.02;-0.15;28.12; 0.18; 0.92; 9.42;14.2;21.7; 20.9; -0.4; -5.7;  15.7;   9.3;  10.3;DR8;Sloan;SDSS J041726.02+161646.2
132.13046;+11.12717;216.075073; 30.995461;17.93; 1.24;-0.12;26.44; 0.22; 0.90; 8.45;29.9;35.9; 28.7; 15.1; 15.4;  28.0;   4.8; -88.9;DR8;Sloan;SDSS J084831.30+110737.8
061.93055;+16.02395;176.664398;-25.755268;15.17; 0.81;-0.15;27.62; 0.20; 1.16; 8.77; 7.5;15.1; 14.7; -0.4; -3.3; -23.7;   2.3; -24.0;DR8;Sloan;SDSS J040743.33+160126.1
185.68100;-00.43294;287.706757; 61.587093;17.02; 1.25;-0.07;23.85; 0.26; 0.82; 7.86;19.2;19.7;  5.2;  8.7; 16.9; 164.4;   3.0;  70.1;DR8;Sloan;SDSS J122243.43-002558.5
185.98007;+00.03915;288.092590; 62.115471;13.83; 1.14;-0.05;24.00; 0.24; 0.80; 7.78; 4.4; 8.6;  7.4;  2.0;  3.9; 139.8;   1.4;  47.5;DR8;Sloan;SDSS J122355.21+000220.9
186.06567;-00.08017;288.328217; 62.018600;17.30; 1.19;-0.06;22.18; 0.27; 0.89; 8.10;21.9;22.1;  4.8;  9.7; 19.3; 241.3;   4.2; 148.8;DR8;Sloan;SDSS J122415.76-000448.6
187.39601;-00.40956;291.244720; 61.965275;17.04; 1.26;-0.21;26.27; 0.23; 1.13;10.58;19.9;20.1;  4.6;  8.7; 17.5; 199.4;   3.4; 108.8;DR8;Sloan;SDSS J122935.04-002434.4
187.26350;+00.72497;290.505707; 63.055416;15.94; 1.06;-0.26;24.12; 0.23; 1.14; 9.34;11.7;13.1;  6.1;  5.0; 10.4;  68.8;   2.0; -18.8;DR8;Sloan;SDSS J122903.24+004329.9
186.05962;-01.17016;288.819794; 60.954151;16.67; 1.25;-0.09;24.89; 0.21; 0.88; 8.62;16.7;17.4;  5.4;  7.7; 14.6; -49.3;   2.5;-144.9;DR8;Sloan;SDSS J122414.30-011012.5
126.33233;+37.80690;183.910278; 34.028072;15.13; 1.22;-0.10;20.90; 0.26; 0.84; 7.92; 8.2;15.5; 14.8;  0.5;  4.6; -34.6;   1.4; -51.6;DR8;Sloan;SDSS J082519.75+374824.9
126.32267;+38.23436;183.400253; 34.093281;16.67; 1.17;-0.22;26.01; 0.23; 1.10; 9.96;16.7;23.8; 21.8;  0.8;  9.4; -37.8;   2.6; -53.1;DR8;Sloan;SDSS J082517.43+381403.6
125.88612;+38.87281;182.572693; 33.862629;16.71; 1.18;-0.09;23.17; 0.25; 0.81; 7.66;17.1;24.1; 22.2;  0.6;  9.5; -46.6;   2.3; -59.3;DR8;Sloan;SDSS J082332.67+385222.1
125.26900;+36.72172;185.003784; 32.997292;15.53; 1.24;-0.15;26.44; 0.25; 0.95; 9.60; 9.9;17.2; 16.3;  0.7;  5.4;  24.1;   1.8;   3.2;DR8;Sloan;SDSS J082104.54+364318.2
095.49296;+83.03379;130.624420; 26.025928;14.44; 1.13;-0.22;24.53; 0.24; 1.07; 9.96; 5.9;12.4; 11.4; -4.0;  2.6; -71.8;   1.9;  79.1;DR8;Sloan;SDSS J062158.24+830201.8
093.22053;+84.49824;128.972687; 26.078096;15.26; 1.09;-0.18;24.49; 0.22; 1.04; 8.97; 8.5;14.6; 12.8; -6.0;  3.8;-205.3;   2.1; -50.5;DR8;Sloan;SDSS J061252.91+842953.8
093.75534;+82.62855;131.016205; 25.731058;15.83; 0.88;-0.25;20.53; 0.27; 1.21; 8.47;10.1;16.2; 14.0; -6.9;  4.4;-285.3;   2.6;-135.0;DR8;Sloan;SDSS J061501.28+823742.8
091.38448;+82.75867;130.796188; 25.469421;16.03; 1.19;-0.13;26.06; 0.24; 1.04; 9.81;12.5;18.4; 15.4; -8.5;  5.4;-112.5;   2.6;  38.6;DR8;Sloan;SDSS J060532.21+824531.3
150.26031;+16.17678;219.461945; 49.132584;16.82; 1.04;-0.24;22.76; 0.23; 1.09; 9.31;17.6;22.7; 16.9;  7.3; 13.3; 193.5;   3.5; 100.2;DR8;Sloan;SDSS J100102.47+161036.3
150.62289;+17.87784;217.230103; 50.093277;15.29; 1.19;-0.15;26.48; 0.23; 1.03; 9.93; 8.9;14.7; 12.5;  3.4;  6.8; 100.7;   2.1;  13.7;DR8;Sloan;SDSS J100229.49+175240.1
151.05649;+15.55885;220.799393; 49.590446;18.17; 1.00;-0.01;18.83; 0.21; 0.80; 8.47;32.7;37.3; 24.1; 13.9; 24.9; 109.1;  11.1;  14.3;DR8;Sloan;SDSS J100413.55+153331.8
070.29216;+09.91244;187.487183;-23.167839;18.28; 1.04;-0.07;27.30; 0.14; 0.75; 7.07;34.3;41.7; 39.3;  4.1;-13.5;-163.9;  20.4;-202.8;DR8;Sloan;SDSS J044110.12+095444.7
126.95086;+13.33478;211.374207; 27.300722;14.70; 1.24;-0.05;24.26; 0.23; 0.87; 8.58; 6.6;13.7; 13.0;  3.1;  3.0; 117.2;   2.0;   8.7;DR8;Sloan;SDSS J082748.20+132005.2
355.51254;+07.96033; 94.887123;-51.093773;15.99; 1.13;-0.03;23.97; 0.26; 0.86; 8.45;12.0;14.8;  8.6; -7.5; -9.3;-372.3;   3.4;-237.5;DR8;Sloan;SDSS J234203.01+075737.1
354.40280;+09.50310; 94.367111;-49.230373;17.16; 1.05;-0.22;25.50; 0.22; 1.12; 8.93;20.5;22.4;  9.0;-13.4;-15.5;-168.6;   6.2; -27.9;DR8;Sloan;SDSS J233736.67+093011.1
354.49915;+08.79998; 94.029434;-49.905254;15.49; 1.19;-0.15;27.97; 0.22; 1.02; 9.83; 9.7;12.9;  8.4; -6.2; -7.4;-122.9;   2.6;  15.8;DR8;Sloan;SDSS J233759.79+084759.8
355.02945;+07.99036; 94.220444;-50.862267;14.38; 1.20;-0.06;24.41; 0.25; 0.92; 9.16; 5.7;10.0;  8.3; -3.6; -4.4; -97.3;   2.2;  38.4;DR8;Sloan;SDSS J234007.05+075924.9
146.88861;+16.34083;217.383987; 46.208885;17.29; 1.08;-0.14;26.26; 0.21; 1.03;10.25;21.8;27.0; 20.0;  9.1; 15.7;  -5.0;   4.5; -99.9;DR8;Sloan;SDSS J094733.26+162026.9
163.96724;+47.81404;162.593124; 59.444901;13.94; 1.11;-0.14;26.13; 0.24; 1.02; 9.87; 4.8;11.1; 10.3; -0.7;  4.1;  16.6;   1.3;  52.2;DR8;Sloan;SDSS J105552.14+474850.6
164.08565;+47.08149;163.742813; 59.898819;15.78; 1.20;-0.19;27.10; 0.23; 1.02;10.22;11.1;16.5; 13.3; -1.6;  9.6; -16.8;   1.7;  16.2;DR8;Sloan;SDSS J105620.55+470453.3
163.58006;+47.51680;163.359512; 59.379673;15.41; 1.28;-0.18;26.64; 0.23; 0.96; 9.69; 9.4;15.0; 12.6; -1.4;  8.1;   3.7;   1.5;  37.9;DR8;Sloan;SDSS J105419.21+473100.4
163.11871;+47.11114;164.356918; 59.317734;16.48; 1.25;-0.13;26.27; 0.24; 0.99; 9.70;15.3;20.5; 15.5; -2.1; 13.2; -95.2;   2.3; -62.9;DR8;Sloan;SDSS J105228.48+470640.1
163.21713;+47.15964;164.208710; 59.351219;14.56; 1.22;-0.14;25.86; 0.23; 0.95; 9.25; 6.3;12.4; 11.1; -0.9;  5.4;  93.3;   1.4; 125.8;DR8;Sloan;SDSS J105252.10+470934.7
164.41315;+47.46813;162.854355; 59.883656;14.04; 1.18;-0.18;27.12; 0.23; 1.04;10.29; 5.0;11.3; 10.4; -0.7;  4.3; 172.5;   1.2; 207.2;DR8;Sloan;SDSS J105739.15+472805.2
164.74029;+49.10930;159.924957; 59.153339;15.51; 1.16;-0.18;27.06; 0.22; 0.97; 9.74; 9.8;15.4; 12.7; -1.7;  8.4;-114.5;   1.7; -73.5;DR8;Sloan;SDSS J105857.66+490633.4
163.60564;+49.04545;160.836792; 58.575230;14.22; 1.31;-0.23;25.24; 0.23; 0.95; 8.96; 5.4;11.7; 10.7; -0.9;  4.6;-100.3;   1.4; -60.5;DR8;Sloan;SDSS J105425.35+490243.6
164.98277;+47.89777;161.718338; 59.970875;16.45; 1.26;-0.12;24.61; 0.22; 0.89; 8.40;15.1;20.2; 15.2; -2.4; 13.1;  84.9;   2.3; 121.7;DR8;Sloan;SDSS J105955.86+475351.9
