#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-09T15:11:32 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5dee63311dd8	
#INFO	-out.max=unlimited	
#INFO	queryParameters=28	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-nav=cat:J/ApJ/784/170&tab:{J/ApJ/784/170/table4}&key:source=J/ApJ/784/170/table4&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/784/170/table4
#-order=I
#-out=SDSS
#SDSS=DR9
#-out=RAJ2000
#-out=DEJ2000
#-out=rmag
#-out=g-r
#-out=HRV
#-out=Teff
#-out=[Fe/H]
#-out=logg
#-out=DMpeak
#-out=rMag
#-out=Dist
#-out=Rgc
#-out=pRGB
#-out=Sloan
#Sloan=Sloan
#-out=SimbadName
#

#RESOURCE=yCat_17840170
#Name: J/ApJ/784/170
#Title: The SEGUE K giant survey. II. Distances of 6036 stars (Xue+, 2014)
#Coosys	G:	galactic
#Table	J_ApJ_784_170_table4:
#Name: J/ApJ/784/170/table4
#Title: List of 6036 K giants selected from SDSS DR9
#Column	_Glon	(F10.6)	Galactic longitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lon]
#Column	_Glat	(F10.6)	Galactic latitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lat]
#Column	SDSS	(A3)	Display the photometric data from SDSS DR9 (cat. V/139)	[ucd=meta.ref.url]
#Column	RAJ2000	(F8.4)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	rmag	(F6.3)	[13.8/19.6] Extinction-corrected r band magnitude (r_0_)	[ucd=phot.mag;em.opt.R]
#Column	g-r	(F6.3)	[0.5/1.3] The (g-r) color index after extinction correction (g-r)_0_	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	HRV	(F6.1)	[-506.5/419.4] Heliocentic radial velocity	[ucd=spect.dopplerVeloc]
#Column	Teff	(I4)	[4025/5691] Effective temperature (SSPP) (2)	[ucd=phys.temperature.effective]
#Column	[Fe/H]	(F5.2)	[-3.6/0.32] Metallicity (SSPP) (2)	[ucd=phys.abund.Z]
#Column	logg	(F5.2)	[0.18/3.5] Log of the surface gravity (SSPP) (2)	[ucd=phys.gravity]
#Column	DMpeak	(F5.2)	[13.1/20.4] Distance modulus at peak of distance modulus likelihood (DM_peak_) (4)	[ucd=phot.mag.distMod]
#Column	rMag	(F5.2)	[-3.2/1.2] Absolute magnitude in r band (M_r_) (6)	[ucd=phys.magAbs]
#Column	Dist	(F6.2)	[4.2/120.3] Distance to Sun (d) (6)	[ucd=pos.distance;pos.heliocentric]
#Column	Rgc	(F6.2)	[4.79/125.1] Distance to Galactic center (r_GC_) (6)	[ucd=pos.distance]
#Column	pRGB	(F5.2)	[0.45/1] Chance of being clearly on the Red-Giant Branch (RGB), above the level of the Horizontal Branch (HB) (P_aboveHB_) (7)	[ucd=stat.fit.goodness]
#Column	Sloan	(a5)	Display the online SDSS data for the nearest object	[ucd=meta.ref.url]
#Column	SimbadName	(a27)	Simbad column added by the CDS	[ucd=meta.id]
_Glon;_Glat;SDSS;RAJ2000;DEJ2000;rmag;g-r;HRV;Teff;[Fe/H];logg;DMpeak;rMag;Dist;Rgc;pRGB;Sloan;SimbadName
170.807812;-51.712912;DR9;040.2200;+00.6854;17.317; 0.559;-126.3;5050;-1.92; 2.14;16.79; 0.52; 22.83; 28.43; 0.83;Sloan;SDSS J024052.80+004107.5
170.553283;-51.915710;DR9;039.9680;+00.6365;16.364; 0.867;-166.3;4765;-0.54; 2.20;16.46;-0.10; 19.61; 25.29; 0.97;Sloan;SDSS J023952.33+003811.1
168.919351;-54.744203;DR9;037.3904;-00.8826;16.065; 0.871;-132.5;4551;-1.17; 1.53;17.34;-1.28; 29.38; 34.55; 1.00;Sloan;SDSS J022933.71-005257.5
169.459473;-54.608760;DR9;037.7167;-00.9797;16.738; 0.604;-141.7;5086;-1.64; 1.64;16.42; 0.31; 19.26; 24.70; 0.91;Sloan;SDSS J023052.02-005847.0
169.133906;-53.909044;DR9;038.0220;-00.3220;16.508; 0.746;-130.1;4991;-1.17; 2.00;17.03;-0.52; 25.44; 30.77; 1.00;Sloan;SDSS J023205.29-001919.2
169.156878;-54.206508;DR9;037.8412;-00.5586;17.809; 0.534;-116.4;5330;-2.39; 1.92;17.19; 0.62; 27.40; 32.65; 0.62;Sloan;SDSS J023121.90-003330.9
168.926583;-54.282517;DR9;037.6892;-00.5306;17.580; 0.723;-125.1;4865;-0.82; 1.90;17.38; 0.20; 29.90; 35.10; 0.67;Sloan;SDSS J023045.42-003150.1
168.414425;-54.989512;DR9;037.0101;-00.8864;16.976; 0.639;-131.2;4916;-1.96; 1.68;17.53;-0.56; 32.12; 37.21; 1.00;Sloan;SDSS J022802.42-005311.1
167.024739;-54.867386;DR9;036.4646;-00.2906;17.140; 0.768;-124.5;4770;-0.83; 2.11;17.30;-0.16; 28.90; 34.04; 0.94;Sloan;SDSS J022551.50-001726.2
168.015091;-55.456711;DR9;036.5381;-01.1042;17.903; 0.541;-153.1;5212;-1.82; 2.00;16.91; 1.00; 24.05; 29.26; 0.50;Sloan;SDSS J022609.14-010615.1
167.444223;-55.689907;DR9;036.1404;-01.0834;16.031; 0.866;-146.6;4685;-0.59; 2.05;16.21;-0.18; 17.46; 22.86; 1.00;Sloan;SDSS J022433.70-010500.2
166.271898;-54.895384;DR9;036.1059;-00.0463;15.145; 0.985;-142.1;4472;-1.33; 1.15;17.15;-2.01; 26.96; 32.13; 1.00;Sloan;SDSS J022425.42-000247.0
166.991875;-55.865199;DR9;035.8321;-01.0626;16.223; 0.893;-151.7;4473;-0.96; 1.41;17.31;-1.08; 28.93; 33.97; 1.00;Sloan;SDSS J022319.71-010345.5
166.646908;-55.468152;DR9;035.9240;-00.6301;16.345; 0.942;-142.0;4487;-0.70; 1.52;17.15;-0.80; 26.88; 31.99; 1.00;Sloan;SDSS J022341.77-003748.1
166.236252;-55.624634;DR9;035.6445;-00.6114;16.753; 0.882;-122.8;4797;-0.40; 2.09;16.76; 0.00; 22.45; 27.66; 0.92;Sloan;SDSS J022234.68-003641.0
165.048867;-54.294647;DR9;035.9039;+00.8604;16.465; 0.888;-140.6;4715;-0.71; 1.81;17.02;-0.56; 25.37; 30.60; 1.00;Sloan;SDSS J022336.97+005137.4
165.085416;-54.625276;DR9;035.7235;+00.5825;17.214; 0.738;-137.9;4798;-1.19; 1.54;17.70;-0.48; 34.60; 39.63; 1.00;Sloan;SDSS J022253.64+003456.9
165.183787;-54.037427;DR9;036.1210;+01.0194;15.560; 1.190;-146.9;4185;-0.51; 1.25;16.80;-1.24; 22.93; 28.25; 1.00;Sloan;SDSS J022429.05+010109.8
166.098507;-53.550042;DR9;036.8461;+01.0817;16.871; 0.686;-143.4;4920;-2.28; 1.69;18.13;-1.26; 42.21; 47.27; 1.00;Sloan;SDSS J022723.06+010454.1
166.367549;-53.624414;DR9;036.9272;+00.9253;16.198; 0.611;-201.0;5051;-1.59; 2.05;15.95; 0.25; 15.45; 21.10; 0.94;Sloan;SDSS J022742.54+005531.0
166.536186;-53.267300;DR9;037.2255;+01.1459;17.239; 0.543;-177.9;5223;-2.14; 2.22;16.73; 0.51; 22.17; 27.60; 0.75;Sloan;SDSS J022854.13+010845.1
168.261612;-53.910285;DR9;037.6254;+00.0047;16.591; 0.826;-129.0;4596;-1.04; 1.64;17.43;-0.84; 30.65; 35.87; 1.00;Sloan;SDSS J023030.10+000016.6
167.919582;-53.890911;DR9;037.4813;+00.1469;16.313; 0.551; 217.3;5197;-2.37; 2.31;16.12; 0.19; 16.73; 22.32; 0.88;Sloan;SDSS J022955.52+000848.8
168.591659;-53.350420;DR9;038.1320;+00.3131;16.586; 0.883;-131.8;4655;-0.65; 1.75;16.98;-0.39; 24.89; 30.28; 1.00;Sloan;SDSS J023231.69+001847.0
168.163394;-53.553533;DR9;037.8060;+00.3178;16.184; 0.853;-142.3;4639;-1.18; 1.47;17.39;-1.20; 30.05; 35.30; 1.00;Sloan;SDSS J023113.44+001904.0
167.553582;-53.080478;DR9;037.8200;+00.9147;16.510; 0.597;-135.7;5136;-1.41; 1.69;15.85; 0.66; 14.77; 20.52; 0.67;Sloan;SDSS J023116.80+005452.9
080.390299;-38.313926;DR9;339.8102;+13.4035;15.611; 0.904;-174.5;4543;-1.15; 1.48;17.05;-1.44; 25.72; 25.91; 1.00;Sloan;SDSS J223914.43+132412.6
080.346298;-37.207711;DR9;339.0758;+14.2499;16.665; 0.586;-154.6;5124;-1.64; 2.36;16.17; 0.50; 17.11; 17.90; 0.86;Sloan;SDSS J223618.17+141459.3
081.134878;-37.389516;DR9;339.7012;+14.4939;16.648; 0.640;-194.2;5009;-1.45; 2.16;16.56; 0.09; 20.51; 21.08; 0.97;Sloan;SDSS J223848.27+142938.0
080.703422;-37.960219;DR9;339.7849;+13.8338;16.545; 0.799; -47.3;4599;-2.31; 1.20;18.56;-2.01; 51.48; 51.09; 1.00;Sloan;SDSS J223908.36+135001.7
081.112877;-37.911260;DR9;340.0166;+14.0707;16.088; 0.600;-169.7;5070;-1.90; 2.26;16.13;-0.04; 16.83; 17.73; 0.99;Sloan;SDSS J224003.97+140414.4
079.393951;-38.305230;DR9;339.1771;+12.9226;15.084; 0.580;-159.2;5142;-1.73; 2.17;14.61; 0.48;  8.35; 10.70; 0.86;Sloan;SDSS J223642.49+125521.2
079.154214;-38.367823;DR9;339.0678;+12.7555;17.101; 0.626;-266.6;4989;-1.81; 2.03;17.31;-0.21; 28.94; 28.87; 1.00;Sloan;SDSS J223616.28+124519.8
077.884252;-37.952206;DR9;338.0083;+12.4382;15.922; 0.630;-315.5;4945;-1.52; 2.06;15.82; 0.10; 14.57; 15.42; 0.97;Sloan;SDSS J223201.99+122617.4
078.175914;-37.114180;DR9;337.6359;+13.2281;15.476; 0.632;-438.0;4952;-1.42; 2.05;15.28; 0.20; 11.36; 12.78; 0.95;Sloan;SDSS J223032.59+131341.4
078.134447;-36.914778;DR9;337.4779;+13.3593;16.585; 0.630;-355.2;5003;-1.14; 2.40;16.05; 0.53; 16.22; 16.86; 0.50;Sloan;SDSS J222954.68+132133.4
077.791033;-37.364684;DR9;337.5616;+12.8390;16.542; 0.570;-100.4;5157;-1.61; 2.44;15.82; 0.72; 14.57; 15.40; 0.68;Sloan;SDSS J223014.77+125020.5
077.596414;-37.117339;DR9;337.2761;+12.9269;17.023; 0.605;-386.4;4988;-2.12; 1.72;17.35;-0.33; 29.53; 29.24; 1.00;Sloan;SDSS J222906.24+125536.7
078.590666;-35.823963;DR9;337.0446;+14.4307;15.186; 0.584;-159.3;5023;-2.46; 2.00;15.41;-0.22; 12.08; 13.38; 0.98;Sloan;SDSS J222810.66+142550.5
078.957077;-37.101798;DR9;338.1200;+13.6362;15.908; 0.596;-146.3;5126;-2.08; 1.92;16.07;-0.16; 16.34; 17.06; 1.00;Sloan;SDSS J223228.79+133810.2
078.989994;-37.206946;DR9;338.2096;+13.5717;17.599; 0.541;-337.6;5155;-2.07; 1.77;16.95; 0.65; 24.56; 24.64; 0.68;Sloan;SDSS J223250.29+133418.3
079.216765;-37.651021;DR9;338.6422;+13.3423;16.602; 0.609;-372.0;5055;-1.34; 2.22;16.05; 0.56; 16.19; 16.96; 0.67;Sloan;SDSS J223434.11+132032.1
079.358773;-36.561656;DR9;338.0230;+14.2577;17.494; 0.664;-370.3;4857;-1.60; 1.48;17.87;-0.38; 37.54; 37.20; 1.00;Sloan;SDSS J223205.52+141528.0
080.066517;-37.129768;DR9;338.8458;+14.1720;16.035; 0.751; -25.2;4727;-2.50; 1.65;17.81;-1.78; 36.55; 36.32; 1.00;Sloan;SDSS J223522.97+141019.4
099.583366;-46.010128;DR9;356.3899;+13.8537;16.518; 0.609;-221.1;4985;-1.40; 2.13;16.00; 0.52; 15.86; 18.57; 0.75;Sloan;SDSS J234533.56+135113.4
099.456101;-45.998106;DR9;356.3006;+13.8327;15.640; 0.705;-163.2;4959;-1.61; 1.99;16.38;-0.74; 18.89; 21.34; 1.00;Sloan;SDSS J234512.12+134957.8
098.904126;-45.691649;DR9;355.8159;+13.9755;16.246; 0.729;  -7.4;4780;-1.49; 1.68;17.07;-0.82; 25.90; 27.93; 1.00;Sloan;SDSS J234315.82+135832.0
098.428652;-45.243595;DR9;355.3232;+14.2647;16.658; 0.695;  16.7;4870;-1.09; 2.19;16.69;-0.04; 21.83; 24.01; 0.95;Sloan;SDSS J234117.56+141552.7
098.661103;-45.093871;DR9;355.4211;+14.4654;17.822; 0.608;-250.0;5107;-1.52; 2.07;17.44; 0.38; 30.74; 32.58; 0.89;Sloan;SDSS J234141.07+142755.3
097.722362;-45.785303;DR9;355.0678;+13.5741;16.985; 0.655;-226.5;4962;-1.70; 2.10;17.37;-0.39; 29.81; 31.58; 1.00;Sloan;SDSS J234016.27+133426.9
098.227720;-45.756702;DR9;355.3910;+13.7367;15.927; 0.645;-130.9;5036;-1.81; 1.97;16.34;-0.41; 18.54; 20.91; 1.00;Sloan;SDSS J234133.81+134412.0
097.547063;-44.811451;DR9;354.5575;+14.4217;15.028; 0.572;-211.3;5190;-1.86; 2.46;14.63; 0.40;  8.43; 12.15; 0.90;Sloan;SDSS J233813.79+142518.0
097.363890;-44.264557;DR9;354.2099;+14.8723;17.034; 0.557;-333.5;5269;-1.64; 2.66;16.14; 0.89; 16.91; 19.36; 0.53;Sloan;SDSS J233650.36+145220.3
098.727188;-43.664721;DR9;354.9060;+15.8061;15.869; 0.745;-219.2;4812;-1.38; 1.93;16.68;-0.81; 21.68; 23.92; 1.00;Sloan;SDSS J233937.44+154822.1
097.886944;-44.098371;DR9;354.4991;+15.1728;16.359; 0.874;-113.7;4757;-1.11; 2.05;17.57;-1.21; 32.64; 34.36; 1.00;Sloan;SDSS J233759.76+151022.4
099.448553;-43.849347;DR9;355.4800;+15.8297;17.525; 0.791;-376.1;4782;-2.00; 1.48;19.34;-1.82; 73.93; 75.30; 1.00;Sloan;SDSS J234155.18+154947.0
098.886590;-44.774035;DR9;355.4495;+14.8218;15.001; 0.807;-202.0;4773;-0.47; 2.39;14.67; 0.33;  8.59; 12.36; 0.63;Sloan;SDSS J234147.86+144918.3
099.495720;-44.260674;DR9;355.6699;+15.4597;15.740; 0.547; -96.9;5396;-1.88; 3.01;14.98; 0.76;  9.93; 13.46; 0.64;Sloan;SDSS J234240.77+152734.6
100.163637;-44.068751;DR9;356.0613;+15.8123;15.099; 0.655;-183.3;4992;-1.32; 2.19;15.01; 0.09; 10.05; 13.62; 0.95;Sloan;SDSS J234414.70+154844.6
100.834606;-45.475686;DR9;357.0367;+14.6631;15.073; 0.630; -22.8;5140;-1.78; 1.94;15.26;-0.19; 11.30; 14.68; 0.99;Sloan;SDSS J234808.80+143947.2
102.577324;-46.636623;DR9;358.6122;+13.9705;17.153; 0.554;-228.6;5169;-2.23; 2.21;16.85; 0.30; 23.46; 25.90; 0.84;Sloan;SDSS J235426.92+135814.0
102.644844;-46.254626;DR9;358.5321;+14.3474;16.994; 0.805; -35.3;4587;-1.13; 1.56;17.82;-0.83; 36.72; 38.74; 1.00;Sloan;SDSS J235407.69+142050.6
102.047868;-46.344485;DR9;358.1593;+14.1292;15.230; 0.711; -27.0;4880;-2.13; 1.69;16.64;-1.41; 21.31; 23.82; 1.00;Sloan;SDSS J235238.21+140745.0
101.370557;-45.833438;DR9;357.5268;+14.4550;15.681; 0.729;-210.1;4724;-1.60; 1.62;16.63;-0.95; 21.21; 23.68; 1.00;Sloan;SDSS J235006.42+142718.2
101.367980;-45.427210;DR9;357.3831;+14.8367;16.824; 0.628; -40.6;5020;-1.26; 2.31;16.41; 0.42; 19.10; 21.70; 0.72;Sloan;SDSS J234931.92+145012.1
101.283905;-45.702871;DR9;357.4224;+14.5574;17.464; 0.617; -46.0;4991;-1.47; 2.11;17.12; 0.34; 26.56; 28.77; 0.88;Sloan;SDSS J234941.36+143326.5
101.316577;-46.535874;DR9;357.7351;+13.7812;17.023; 0.571;-149.8;5204;-2.05; 2.42;16.78; 0.24; 22.75; 25.11; 0.90;Sloan;SDSS J235056.41+134652.4
100.525758;-45.898855;DR9;356.9799;+14.1913;17.040; 0.593;-231.4;5155;-1.56; 2.33;16.51; 0.53; 20.03; 22.49; 0.80;Sloan;SDSS J234755.17+141128.8
101.672033;-44.938846;DR9;357.4219;+15.3687;15.457; 0.801;-112.7;4715;-1.25; 1.71;16.47;-1.01; 19.67; 22.27; 1.00;Sloan;SDSS J234941.25+152207.4
102.168335;-44.392453;DR9;357.5797;+16.0012;16.499; 0.564;-212.3;5153;-1.59; 2.41;15.66; 0.84; 13.52; 16.72; 0.54;Sloan;SDSS J235019.11+160004.3
102.020526;-44.698535;DR9;357.5810;+15.6775;15.709; 1.173;-236.0;4088;-2.26; 0.44;18.90;-3.19; 60.28; 61.98; 1.00;Sloan;SDSS J235019.43+154039.1
102.115408;-45.181487;DR9;357.8116;+15.2435;17.450; 0.763;-279.1;4809;-1.47; 1.85;18.51;-1.06; 50.35; 52.13; 1.00;Sloan;SDSS J235114.77+151436.3
103.357401;-45.803074;DR9;358.8713;+14.9313;15.150; 0.529;-168.0;5253;-2.26; 2.63;14.54; 0.61;  8.08; 12.25; 0.55;Sloan;SDSS J235529.10+145552.8
103.559908;-45.658822;DR9;358.9647;+15.1120;17.706; 0.652; -76.5;5019;-1.14; 2.55;17.41; 0.30; 30.34; 32.62; 0.74;Sloan;SDSS J235551.52+150643.0
103.751695;-46.053113;DR9;359.2205;+14.7770;17.464; 0.689; -45.0;4846;-1.18; 2.14;17.56;-0.10; 32.52; 34.75; 0.96;Sloan;SDSS J235652.91+144637.3
120.947207;-48.720737;DR9;011.5094;+14.1302;15.456; 0.871;-129.4;4634;-1.18; 1.39;16.74;-1.29; 22.32; 26.14; 1.00;Sloan;SDSS J004602.26+140748.9
121.512534;-48.364511;DR9;011.8855;+14.4965;17.059; 0.699;-132.7;4824;-1.42; 2.19;17.54;-0.48; 32.18; 35.76; 1.00;Sloan;SDSS J004732.51+142947.5
120.602458;-48.993870;DR9;011.2855;+13.8494;16.713; 0.725;-142.4;4817;-1.30; 2.11;17.26;-0.54; 28.27; 31.85; 1.00;Sloan;SDSS J004508.52+135057.8
121.357167;-48.325720;DR9;011.7779;+14.5328;17.423; 0.632;-214.5;5123;-1.53; 2.66;17.34; 0.08; 29.37; 33.00; 0.96;Sloan;SDSS J004706.69+143158.2
121.083043;-48.202260;DR9;011.5859;+14.6512;17.403; 0.602;-116.7;5181;-1.49; 2.64;16.86; 0.54; 23.56; 27.36; 0.75;Sloan;SDSS J004620.62+143904.3
120.167110;-48.045803;DR9;010.9482;+14.7849;16.532; 0.611;   0.5;5103;-1.47; 2.24;16.14; 0.39; 16.90; 20.99; 0.86;Sloan;SDSS J004347.56+144705.7
119.441841;-49.037607;DR9;010.5046;+13.7703;17.361; 0.726;  10.1;4852;-1.53; 2.06;18.20;-0.84; 43.75; 46.94; 1.00;Sloan;SDSS J004201.09+134613.1
120.541342;-46.965059;DR9;011.1636;+15.8752;16.922; 0.832; -84.9;4554;-1.54; 1.10;18.49;-1.57; 49.91; 53.22; 1.00;Sloan;SDSS J004439.26+155231.1
120.194751;-47.374969;DR9;010.9367;+15.4559;17.401; 0.665; -58.7;4939;-1.01; 2.35;17.00; 0.40; 25.17; 28.89; 0.61;Sloan;SDSS J004344.80+152721.6
119.058417;-48.237577;DR9;010.1951;+14.5540;17.488; 0.794; -82.1;4899;-0.77; 2.28;17.76;-0.28; 35.71; 39.04; 0.98;Sloan;SDSS J004046.82+143314.3
117.700326;-47.972137;DR9;009.2402;+14.7525;15.097; 0.640;-240.5;5012;-2.46; 2.33;15.95;-0.86; 15.52; 19.55; 1.00;Sloan;SDSS J003657.64+144509.3
116.668982;-47.902459;DR9;008.5221;+14.7582;16.150; 0.931; -64.3;4494;-2.27; 0.98;18.76;-2.61; 56.56; 59.46; 1.00;Sloan;SDSS J003405.30+144529.7
116.194782;-48.443394;DR9;008.2554;+14.1873;16.111; 1.140;-180.6;4317;-1.63; 0.57;18.86;-2.75; 59.26; 62.08; 1.00;Sloan;SDSS J003301.29+141114.4
115.659954;-47.071533;DR9;007.7264;+15.5101;16.628; 0.581;-113.8;4999;-1.49; 2.12;15.89; 0.74; 15.08; 19.04; 0.57;Sloan;SDSS J003054.32+153036.3
115.963706;-47.426350;DR9;007.9809;+15.1812;16.553; 0.596;  -8.0;5037;-1.41; 2.27;15.92; 0.63; 15.28; 19.23; 0.62;Sloan;SDSS J003155.41+151052.5
117.149329;-46.895196;DR9;008.7565;+15.7922;15.547; 0.576;-184.0;5121;-2.05; 2.59;15.45; 0.10; 12.31; 16.64; 0.98;Sloan;SDSS J003501.55+154731.8
117.272587;-46.510254;DR9;008.8071;+16.1833;17.324; 0.714; -20.6;4900;-2.40; 1.95;18.85;-1.53; 58.88; 61.87; 1.00;Sloan;SDSS J003513.70+161100.2
117.541540;-46.768951;DR9;009.0225;+15.9421;15.833; 0.611;-170.1;5079;-1.83; 2.41;15.87;-0.04; 14.94; 19.05; 0.99;Sloan;SDSS J003605.40+155631.7
116.552904;-47.075825;DR9;008.3543;+15.5726;15.194; 0.559;-298.1;5308;-2.66; 2.26;15.12; 0.07; 10.56; 15.07; 0.90;Sloan;SDSS J003325.03+153421.2
117.774935;-46.707036;DR9;009.1828;+16.0174;15.021; 0.683;-354.5;4960;-1.34; 2.03;15.25;-0.23; 11.23; 15.73; 1.00;Sloan;SDSS J003643.88+160102.9
117.689305;-46.894380;DR9;009.1384;+15.8258;16.005; 0.685;  -2.8;4851;-1.53; 1.76;16.50;-0.49; 19.94; 23.73; 1.00;Sloan;SDSS J003633.21+154932.8
117.984962;-47.032016;DR9;009.3591;+15.7052;17.081; 0.623;  54.6;5019;-1.58; 2.07;16.97; 0.11; 24.83; 28.42; 0.98;Sloan;SDSS J003726.19+154218.8
117.908956;-46.615886;DR9;009.2704;+16.1158;16.959; 0.700;  30.2;4830;-1.15; 2.13;17.13;-0.17; 26.64; 30.17; 0.99;Sloan;SDSS J003704.88+160656.8
117.664279;-46.827690;DR9;009.1148;+15.8908;16.266; 0.582;-101.4;5188;-2.08; 2.46;16.26; 0.00; 17.90; 21.81; 0.98;Sloan;SDSS J003627.55+155326.7
118.350039;-47.381477;DR9;009.6436;+15.3758;15.238; 0.765;-170.8;4603;-1.53; 1.63;16.36;-1.12; 18.70; 22.58; 1.00;Sloan;SDSS J003834.45+152233.0
118.142577;-46.987712;DR9;009.4668;+15.7578;15.111; 0.736;-252.6;4910;-0.79; 2.35;15.00; 0.11;  9.98; 14.66; 0.78;Sloan;SDSS J003752.04+154528.1
118.228534;-47.081068;DR9;009.5349;+15.6692;16.443; 0.686;-211.4;4917;-1.13; 2.33;16.46;-0.02; 19.61; 23.45; 0.95;Sloan;SDSS J003808.38+154009.3
118.403658;-46.609679;DR9;009.6226;+16.1482;17.176; 0.623;-186.3;4975;-1.19; 2.35;16.65; 0.52; 21.42; 25.19; 0.56;Sloan;SDSS J003829.42+160853.3
118.985451;-47.045227;DR9;010.0666;+15.7409;15.149; 0.702; -18.2;4845;-1.62; 1.82;15.91;-0.76; 15.19; 19.36; 1.00;Sloan;SDSS J004015.99+154427.4
092.625640;-68.097309;DR9;001.9057;-07.8423;17.222; 0.631;-108.9;5183;-1.74; 2.25;17.40;-0.18; 30.16; 31.34; 1.00;Sloan;SDSS J000737.34-075032.4
092.521801;-68.489794;DR9;002.0512;-08.2094;16.386; 0.801;-124.0;4850;-0.73; 2.03;16.49;-0.10; 19.82; 21.49; 0.98;Sloan;SDSS J000812.28-081233.8
094.298364;-67.532959;DR9;002.2259;-07.0571;17.562; 0.623; -20.9;4906;-2.71; 1.89;18.25;-0.68; 44.61; 45.54; 1.00;Sloan;SDSS J000854.21-070325.7
093.954798;-67.182429;DR9;001.9532;-06.7981;17.315; 0.654;-109.0;5180;-1.18; 2.31;17.03; 0.28; 25.49; 26.92; 0.82;Sloan;SDSS J000748.75-064753.0
092.681910;-67.166768;DR9;001.5003;-07.0028;15.932; 0.650; 177.5;4982;-2.39; 2.02;16.85;-0.92; 23.45; 24.91; 1.00;Sloan;SDSS J000600.07-070010.2
093.313258;-67.015862;DR9;001.6537;-06.7579;15.365; 0.583;  79.2;5135;-2.49; 2.13;15.58;-0.22; 13.07; 15.48; 0.98;Sloan;SDSS J000636.88-064528.7
091.656110;-68.181814;DR9;001.6213;-08.0834;16.308; 0.932;-115.4;4626;-0.38; 2.15;16.45;-0.14; 19.46; 21.12; 0.98;Sloan;SDSS J000629.11-080500.2
091.586260;-67.618368;DR9;001.3323;-07.5974;16.663; 0.668;-136.8;4993;-1.13; 2.18;16.52; 0.15; 20.10; 21.72; 0.85;Sloan;SDSS J000519.75-073550.8
091.319184;-67.802802;DR9;001.3293;-07.8078;16.525; 0.687;-124.2;4794;-0.88; 2.06;16.16; 0.37; 17.05; 18.90; 0.56;Sloan;SDSS J000519.02-074828.2
091.391525;-66.679090;DR9;000.8219;-06.8027;17.284; 0.692;-127.5;4906;-0.89; 2.54;16.99; 0.29; 25.00; 26.32; 0.57;Sloan;SDSS J000317.25-064809.8
093.556981;-65.819101;DR9;001.2111;-05.6407;16.754; 0.716;-109.7;5005;-0.97; 2.05;16.75; 0.01; 22.37; 23.95; 0.92;Sloan;SDSS J000450.65-053826.5
092.285649;-66.155457;DR9;000.8973;-06.1730;17.257; 0.759; -47.0;4721;-1.00; 2.21;17.73;-0.47; 35.12; 36.14; 0.99;Sloan;SDSS J000335.33-061023.2
093.264450;-66.838293;DR9;001.5572;-06.6072;17.407; 0.667;-128.6;4914;-1.01; 2.11;17.11; 0.29; 26.48; 27.84; 0.61;Sloan;SDSS J000613.73-063625.9
094.338198;-66.907762;DR9;001.9697;-06.4858;15.233; 1.101;  59.0;4239;-1.48; 1.16;17.76;-2.53; 35.65; 36.77; 1.00;Sloan;SDSS J000752.71-062909.0
096.485155;-66.752464;DR9;002.6787;-05.9950;15.269; 1.077;-128.4;4430;-0.44; 1.52;16.16;-0.89; 17.04; 19.14; 1.00;Sloan;SDSS J001042.88-055942.2
096.423358;-67.905619;DR9;003.1203;-07.0617;15.681; 0.730;-117.3;4788;-1.38; 1.39;16.36;-0.67; 18.67; 20.62; 1.00;Sloan;SDSS J001228.86-070342.0
096.951987;-66.765976;DR9;002.8542;-05.9346;15.951; 0.649;  15.7;5180;-1.26; 1.77;15.66; 0.29; 13.54; 16.06; 0.83;Sloan;SDSS J001125.00-055604.7
118.949930;-38.385165;DR9;009.4333;+24.3806;15.337; 0.578; -56.3;5049;-1.55; 2.29;14.58; 0.76;  8.24; 13.49; 0.63;Sloan;SDSS J003743.98+242250.6
118.496493;-38.127441;DR9;009.0227;+24.6121;15.049; 0.538;-154.6;5213;-1.97; 2.34;14.30; 0.75;  7.23; 12.64; 0.61;Sloan;SDSS J003605.45+243643.7
117.961023;-38.135566;DR9;008.5617;+24.5702;15.368; 0.590; -24.2;5079;-1.48; 2.41;14.75; 0.61;  8.93; 14.02; 0.73;Sloan;SDSS J003414.81+243412.7
